"user.id";"product_id"
12464;"184"
12464;"189"
12464;"185"
12464;"173"
12464;"190"
12464;"174"
12464;"175"
12464;"171"
12464;"170"
12464;"178"
12464;"176"
17049;"179"
17049;"188"
17049;"180"
17049;"173"
14816;"189"
14816;"184"
10061;"185"
10061;"188"
11364;"177"
11364;"175"
13746;"173"
13746;"183"
18499;"170"
18499;"174"
14826;"186"
14826;"176"
19129;"170"
19129;"172"
19129;"180"
19129;"174"
19129;"177"
19129;"184"
13275;"183"
13275;"172"
11936;"175"
11936;"188"
11936;"176"
11936;"174"
11936;"167"
11936;"172"
11936;"190"
14996;"174"
14996;"179"
16369;"188"
16369;"170"
17339;"184"
17339;"174"
15772;"179"
15772;"182"
19444;"184"
19444;"174"
19444;"172"
19444;"169"
13206;"176"
13206;"179"
13206;"169"
13557;"179"
13557;"182"
10141;"177"
10141;"172"
19163;"168"
19163;"174"
18502;"185"
18502;"174"
18502;"171"
17214;"188"
17214;"174"
15980;"179"
15980;"177"
15980;"180"
15980;"175"
12462;"174"
12462;"184"
13690;"184"
13690;"177"
14910;"176"
14910;"174"
14910;"173"
10997;"185"
10997;"173"
10997;"170"
10997;"182"
17206;"175"
17206;"174"
17206;"172"
17206;"183"
17206;"184"
12936;"180"
12936;"179"
11175;"184"
11175;"174"
13447;"188"
13447;"175"
17669;"188"
17669;"174"
14081;"184"
14081;"172"
18587;"179"
18587;"184"
14140;"188"
14140;"174"
14140;"176"
14746;"179"
14746;"180"
14746;"169"
14746;"185"
14746;"184"
14746;"183"
14803;"184"
14803;"171"
14803;"170"
14803;"174"
14803;"172"
17358;"174"
17358;"171"
17499;"168"
17499;"169"
17499;"170"
17499;"172"
17499;"175"
17499;"177"
17499;"187"
12818;"173"
12818;"174"
12818;"186"
12818;"184"
15430;"188"
15430;"170"
15430;"182"
15430;"172"
15430;"173"
15430;"180"
15263;"188"
15263;"174"
16719;"174"
16719;"178"
16719;"182"
16719;"170"
16719;"171"
16719;"168"
16719;"173"
16719;"177"
16719;"181"
11260;"182"
11260;"175"
11260;"177"
11260;"176"
13416;"187"
13416;"188"
13416;"186"
13416;"167"
13416;"178"
10240;"189"
10240;"187"
10240;"186"
10240;"167"
10240;"184"
10240;"185"
13920;"188"
13920;"190"
10811;"175"
10811;"169"
10811;"182"
11184;"170"
11184;"177"
17864;"184"
17864;"185"
11598;"188"
11598;"175"
16500;"188"
16500;"175"
16500;"174"
18097;"188"
18097;"180"
18097;"172"
18097;"182"
15468;"178"
15468;"190"
15468;"176"
15468;"189"
15468;"170"
13371;"178"
13371;"183"
19765;"179"
19765;"180"
19765;"175"
19765;"188"
12797;"174"
12797;"171"
13118;"185"
13118;"176"
11042;"183"
11042;"169"
11042;"182"
11042;"168"
12206;"174"
12206;"169"
12206;"188"
12206;"179"
14422;"168"
14422;"177"
14422;"188"
14422;"172"
14422;"171"
14422;"174"
14422;"170"
14422;"184"
14422;"183"
14422;"178"
14243;"168"
14243;"184"
14243;"171"
14243;"183"
14243;"169"
14243;"172"
12331;"177"
12331;"170"
14041;"188"
14041;"179"
18942;"175"
18942;"184"
18942;"183"
18148;"188"
18148;"170"
18148;"177"
16129;"187"
16129;"169"
18874;"175"
18874;"185"
18874;"189"
18874;"172"
15285;"174"
15285;"168"
18827;"184"
18827;"169"
14586;"167"
14586;"174"
15147;"190"
15147;"180"
15147;"170"
13976;"188"
13976;"190"
19898;"172"
19898;"171"
17941;"174"
17941;"177"
19631;"184"
19631;"167"
15701;"174"
15701;"184"
12385;"188"
12385;"184"
17488;"174"
17488;"184"
11211;"188"
11211;"178"
16147;"188"
16147;"170"
12636;"174"
12636;"183"
12636;"181"
12636;"182"
12268;"183"
12268;"181"
14237;"179"
14237;"184"
14237;"177"
19810;"171"
19810;"169"
19810;"183"
19810;"174"
19810;"188"
19810;"184"
13365;"184"
13365;"172"
14369;"181"
14369;"178"
14369;"182"
14369;"169"
14369;"172"
14369;"189"
14369;"183"
14369;"185"
14369;"184"
14369;"180"
14369;"177"
14369;"176"
14369;"175"
14369;"174"
14369;"170"
14369;"171"
14369;"190"
14369;"188"
11694;"184"
11694;"183"
11694;"174"
11694;"169"
11694;"168"
11694;"172"
11694;"177"
11694;"189"
11694;"170"
18883;"183"
18883;"174"
18883;"171"
12492;"184"
12492;"170"
14676;"174"
14676;"183"
11780;"176"
11780;"173"
11617;"180"
11617;"178"
14828;"174"
14828;"183"
14828;"185"
13449;"184"
13449;"174"
10594;"169"
10594;"188"
18688;"169"
18688;"184"
18688;"174"
14774;"184"
14774;"188"
11232;"174"
11232;"183"
15035;"176"
15035;"173"
11393;"188"
11393;"175"
18271;"174"
18271;"175"
13968;"184"
13968;"172"
17165;"188"
17165;"179"
12719;"174"
12719;"184"
12321;"183"
12321;"184"
12321;"169"
12321;"170"
11820;"168"
11820;"178"
11820;"181"
19592;"183"
19592;"184"
15102;"179"
15102;"188"
16506;"188"
16506;"175"
16506;"174"
16506;"184"
16506;"168"
16506;"190"
16506;"189"
16506;"187"
16506;"183"
16506;"182"
12335;"188"
12335;"170"
19261;"174"
19261;"171"
11776;"179"
11776;"184"
13804;"169"
13804;"184"
13804;"175"
12012;"174"
12012;"184"
14459;"184"
14459;"188"
16440;"188"
16440;"170"
16970;"175"
16970;"179"
16970;"172"
13595;"168"
13595;"171"
12846;"174"
12846;"169"
12846;"175"
12846;"188"
13975;"188"
13975;"181"
19569;"176"
19569;"182"
11785;"188"
11785;"172"
16314;"168"
16314;"174"
16314;"184"
19597;"172"
19597;"170"
19597;"176"
19669;"179"
19669;"177"
17495;"168"
17495;"184"
12090;"186"
12090;"174"
12090;"185"
12090;"181"
19677;"188"
19677;"170"
15157;"183"
15157;"188"
15157;"174"
15157;"170"
15157;"186"
15157;"167"
15157;"173"
15157;"182"
15157;"169"
15157;"168"
15157;"177"
15157;"184"
15157;"172"
15157;"179"
15157;"180"
14798;"175"
14798;"183"
16510;"189"
16510;"175"
16510;"169"
16510;"184"
16510;"173"
16510;"180"
16510;"176"
16510;"172"
16510;"186"
16510;"170"
12423;"174"
12423;"184"
14115;"173"
14115;"179"
16335;"168"
16335;"169"
15586;"188"
15586;"179"
10002;"187"
10002;"173"
10002;"178"
10002;"184"
10002;"185"
10002;"182"
10002;"169"
10002;"172"
10002;"175"
10002;"176"
13913;"184"
13913;"172"
19249;"183"
19249;"168"
19249;"170"
14405;"170"
14405;"177"
14405;"175"
14546;"188"
14546;"168"
18543;"176"
18543;"170"
18535;"188"
18535;"184"
18535;"180"
18535;"177"
19907;"189"
19907;"187"
19907;"173"
19907;"180"
19907;"178"
19907;"185"
19907;"175"
14420;"179"
14420;"173"
13612;"188"
13612;"185"
14788;"167"
14788;"181"
14788;"183"
18501;"167"
18501;"178"
18501;"181"
18501;"179"
18501;"173"
18501;"168"
18501;"183"
18501;"175"
14642;"167"
14642;"184"
14642;"185"
11826;"188"
11826;"184"
17910;"179"
17910;"185"
13267;"188"
13267;"179"
12509;"184"
12509;"178"
12509;"173"
12509;"170"
12509;"189"
12509;"185"
12509;"180"
12509;"179"
14948;"184"
14948;"177"
15536;"185"
15536;"176"
17655;"179"
17655;"175"
17655;"172"
15670;"177"
15670;"173"
17739;"185"
17739;"174"
17739;"187"
17739;"168"
17739;"172"
16088;"170"
16088;"179"
17524;"182"
17524;"183"
17524;"179"
17524;"190"
17524;"173"
17333;"188"
17333;"170"
14078;"170"
14078;"172"
14078;"177"
19015;"171"
19015;"182"
11921;"188"
11921;"179"
11921;"184"
11921;"187"
11921;"189"
17515;"167"
17515;"184"
17515;"174"
14332;"174"
14332;"172"
14332;"180"
14332;"184"
14332;"182"
14332;"177"
17144;"167"
17144;"172"
17144;"185"
16371;"188"
16371;"167"
12240;"169"
12240;"170"
10614;"167"
10614;"190"
10614;"175"
10614;"171"
10614;"176"
14993;"175"
14993;"180"
12326;"177"
12326;"170"
19413;"180"
19413;"179"
19413;"176"
19413;"182"
19413;"174"
19713;"185"
19713;"189"
19713;"180"
19713;"181"
19713;"178"
11556;"190"
11556;"183"
11556;"188"
17213;"176"
17213;"188"
13748;"180"
13748;"188"
13497;"174"
13497;"170"
11375;"170"
11375;"188"
12477;"184"
12477;"179"
12477;"182"
12477;"180"
12477;"173"
12657;"170"
12657;"169"
13766;"179"
13766;"172"
12435;"172"
12435;"184"
12435;"175"
12435;"170"
12435;"183"
19028;"168"
19028;"170"
16736;"179"
16736;"181"
12574;"184"
12574;"174"
19565;"186"
19565;"176"
19565;"179"
14890;"175"
14890;"185"
17429;"171"
17429;"174"
17429;"168"
17429;"183"
17429;"184"
17429;"185"
18945;"175"
18945;"188"
18307;"176"
18307;"179"
18307;"174"
18307;"184"
17293;"171"
17293;"174"
17293;"168"
15895;"179"
15895;"173"
19613;"174"
19613;"188"
11402;"168"
11402;"169"
11402;"171"
11402;"174"
16283;"174"
16283;"176"
16283;"168"
16283;"171"
10699;"190"
10699;"188"
11596;"174"
11596;"171"
12934;"184"
12934;"170"
15929;"187"
15929;"176"
15929;"177"
15929;"186"
19738;"169"
19738;"188"
13713;"170"
13713;"189"
16851;"174"
16851;"169"
13997;"174"
13997;"171"
13997;"168"
10954;"184"
10954;"189"
18102;"175"
18102;"188"
15330;"177"
15330;"170"
13493;"176"
13493;"174"
12700;"188"
12700;"174"
11138;"173"
11138;"179"
11138;"182"
11138;"170"
11138;"188"
11138;"177"
11487;"175"
11487;"173"
11147;"188"
11147;"174"
10342;"188"
10342;"175"
10342;"185"
12298;"177"
12298;"170"
17271;"179"
17271;"176"
12005;"170"
12005;"172"
12005;"181"
12005;"178"
19830;"184"
19830;"183"
16340;"175"
16340;"169"
16027;"171"
16027;"174"
16027;"168"
16027;"182"
16087;"188"
16087;"174"
13894;"174"
13894;"188"
13894;"179"
13894;"184"
13894;"167"
15624;"175"
15624;"174"
18840;"184"
18840;"167"
18840;"179"
18840;"180"
18840;"176"
18840;"175"
15868;"182"
15868;"173"
18298;"176"
18298;"180"
18298;"190"
18298;"174"
18298;"184"
18298;"183"
18298;"171"
11614;"179"
11614;"182"
14780;"175"
14780;"177"
16678;"184"
16678;"175"
15911;"180"
15911;"175"
15911;"182"
15911;"179"
15911;"176"
13805;"174"
13805;"189"
13805;"184"
13805;"180"
13805;"177"
13160;"182"
13160;"173"
13160;"170"
13160;"183"
13160;"179"
18473;"179"
18473;"173"
18473;"188"
18230;"183"
18230;"168"
18230;"174"
18230;"189"
10747;"184"
10747;"168"
15795;"188"
15795;"174"
19960;"190"
19960;"189"
10132;"175"
10132;"179"
12672;"184"
12672;"179"
12672;"185"
12672;"175"
12672;"169"
12672;"172"
12672;"178"
12672;"189"
19604;"168"
19604;"171"
19604;"174"
15026;"185"
15026;"189"
15026;"179"
19845;"188"
19845;"169"
19845;"183"
18505;"174"
18505;"169"
18505;"175"
18505;"172"
18505;"170"
10966;"170"
10966;"179"
10966;"177"
10966;"185"
17752;"179"
17752;"175"
12938;"167"
12938;"168"
12938;"188"
12938;"190"
12938;"186"
12938;"181"
12938;"176"
14277;"178"
14277;"176"
14277;"173"
14030;"175"
14030;"184"
14030;"172"
14030;"173"
14030;"183"
12166;"170"
12166;"184"
12166;"187"
16298;"172"
16298;"168"
16298;"180"
16298;"184"
18503;"183"
18503;"174"
16180;"179"
16180;"189"
16180;"184"
16180;"175"
13844;"184"
13844;"169"
13844;"174"
17385;"168"
17385;"179"
17385;"180"
15391;"182"
15391;"173"
12966;"174"
12966;"168"
17324;"188"
17324;"179"
11018;"186"
11018;"176"
11018;"181"
11018;"178"
18015;"188"
18015;"174"
18015;"167"
18823;"170"
18823;"186"
18823;"178"
18823;"175"
18823;"177"
18823;"183"
18823;"190"
19743;"178"
19743;"188"
17386;"170"
17386;"172"
17386;"177"
17386;"184"
17386;"183"
17386;"175"
17386;"174"
19863;"174"
19863;"180"
19863;"169"
19863;"183"
19863;"168"
19863;"185"
19863;"184"
19863;"179"
19863;"177"
19863;"172"
19863;"175"
15826;"174"
15826;"190"
15826;"184"
15784;"187"
15784;"184"
18807;"179"
18807;"172"
18807;"175"
18807;"184"
18807;"185"
18807;"188"
17343;"169"
17343;"184"
19192;"169"
19192;"174"
19959;"188"
19959;"184"
19848;"188"
19848;"173"
11266;"183"
11266;"172"
15506;"174"
15506;"176"
18392;"174"
18392;"171"
12127;"175"
12127;"172"
12127;"169"
19957;"174"
19957;"171"
19957;"168"
18632;"188"
18632;"178"
18632;"170"
18632;"180"
18632;"182"
18632;"186"
18632;"176"
10820;"173"
10820;"174"
10820;"176"
10820;"177"
10820;"178"
10820;"180"
10820;"181"
18241;"184"
18241;"177"
18241;"174"
14094;"175"
14094;"190"
14094;"188"
12912;"186"
12912;"170"
12912;"173"
12912;"174"
14172;"175"
14172;"177"
14172;"172"
14172;"170"
14172;"188"
11142;"169"
11142;"189"
11142;"177"
11142;"174"
13393;"174"
13393;"182"
13393;"183"
15003;"188"
15003;"184"
13761;"170"
13761;"173"
14696;"181"
14696;"180"
14696;"178"
14696;"182"
10364;"188"
10364;"184"
10364;"175"
15027;"188"
15027;"175"
13919;"184"
13919;"188"
13919;"174"
17890;"189"
17890;"185"
12621;"169"
12621;"174"
11656;"190"
11656;"180"
12112;"188"
12112;"184"
12112;"174"
11791;"179"
11791;"180"
14362;"174"
14362;"184"
18396;"176"
18396;"190"
11395;"172"
11395;"175"
11395;"184"
19678;"170"
19678;"174"
14137;"175"
14137;"183"
14137;"172"
19594;"183"
19594;"188"
17753;"188"
17753;"181"
17753;"183"
17753;"168"
11668;"173"
11668;"174"
11668;"170"
15319;"190"
15319;"175"
15319;"178"
15319;"169"
14430;"188"
14430;"184"
18004;"184"
18004;"172"
12664;"172"
12664;"175"
13875;"168"
13875;"171"
13875;"172"
11005;"188"
11005;"175"
11005;"184"
11005;"178"
11005;"182"
11005;"180"
15503;"175"
15503;"169"
13454;"175"
13454;"189"
12888;"185"
12888;"174"
12888;"188"
12888;"190"
13129;"168"
13129;"174"
13129;"183"
10722;"175"
10722;"170"
10722;"188"
13006;"175"
13006;"188"
13006;"184"
17053;"168"
17053;"184"
17053;"175"
17053;"172"
17053;"182"
18069;"179"
18069;"172"
18069;"184"
18069;"175"
18069;"174"
13295;"174"
13295;"183"
13295;"187"
19552;"188"
19552;"174"
13107;"188"
13107;"174"
18885;"174"
18885;"182"
18885;"173"
18885;"170"
18885;"180"
16431;"170"
16431;"177"
16431;"189"
11996;"174"
11996;"188"
18641;"175"
18641;"169"
13717;"174"
13717;"184"
10796;"180"
10796;"185"
12270;"187"
12270;"184"
12270;"180"
12270;"173"
12270;"169"
19422;"175"
19422;"169"
19422;"184"
19422;"185"
19422;"177"
19422;"172"
19422;"170"
17535;"188"
17535;"172"
15251;"182"
15251;"176"
15251;"178"
15251;"180"
19404;"188"
19404;"182"
19404;"179"
19404;"180"
15627;"175"
15627;"170"
15627;"177"
11599;"168"
11599;"167"
11599;"171"
15751;"188"
15751;"184"
17936;"170"
17936;"177"
14316;"173"
14316;"171"
14316;"170"
14316;"169"
17642;"190"
17642;"179"
17642;"185"
10226;"174"
10226;"184"
10226;"175"
10226;"168"
10226;"183"
12854;"174"
12854;"175"
12854;"170"
12854;"172"
12364;"179"
12364;"170"
16943;"188"
16943;"170"
12365;"174"
12365;"168"
12365;"188"
12365;"171"
12365;"183"
11118;"177"
11118;"172"
11125;"182"
11125;"180"
11125;"181"
11125;"167"
11125;"178"
11125;"172"
19253;"182"
19253;"168"
19253;"174"
13341;"173"
13341;"175"
11038;"188"
11038;"175"
15173;"188"
15173;"179"
12564;"182"
12564;"170"
10271;"172"
10271;"184"
19634;"188"
19634;"187"
19634;"175"
19634;"184"
19634;"190"
19634;"174"
15926;"174"
15926;"171"
15926;"184"
18390;"169"
18390;"184"
18390;"174"
18390;"170"
10020;"173"
10020;"170"
10020;"174"
15628;"174"
15628;"188"
17681;"184"
17681;"174"
17681;"178"
14757;"169"
14757;"177"
18889;"184"
18889;"177"
14055;"174"
14055;"171"
14055;"184"
14055;"185"
16624;"188"
16624;"179"
16330;"187"
16330;"167"
16330;"176"
16330;"186"
16330;"173"
16330;"182"
16330;"168"
16330;"170"
16330;"172"
16330;"177"
16330;"178"
16330;"179"
18287;"176"
18287;"184"
11876;"183"
11876;"174"
12807;"174"
12807;"171"
12807;"190"
15074;"188"
15074;"179"
18101;"188"
18101;"174"
11440;"188"
11440;"175"
12350;"173"
12350;"188"
12350;"170"
12955;"184"
12955;"187"
12955;"168"
12955;"172"
12955;"173"
12955;"183"
12955;"175"
15698;"175"
15698;"171"
13392;"172"
13392;"170"
13392;"177"
11904;"176"
11904;"183"
11904;"184"
11904;"172"
17045;"175"
17045;"188"
13791;"175"
13791;"188"
10893;"183"
10893;"184"
10893;"185"
17419;"174"
17419;"178"
17419;"169"
13424;"179"
13424;"188"
11949;"188"
11949;"175"
15558;"177"
15558;"174"
15558;"172"
13101;"184"
13101;"170"
17020;"188"
17020;"174"
19458;"174"
19458;"183"
19458;"168"
19458;"171"
16836;"180"
16836;"179"
16836;"188"
13360;"184"
13360;"174"
13360;"170"
14238;"174"
14238;"171"
14238;"183"
14238;"168"
13514;"175"
13514;"184"
13514;"172"
13514;"170"
13514;"169"
13514;"188"
17474;"188"
17474;"175"
18312;"188"
18312;"179"
14255;"174"
14255;"168"
16227;"184"
16227;"183"
13273;"170"
13273;"188"
15815;"188"
15815;"170"
15917;"175"
15917;"170"
15917;"171"
12333;"174"
12333;"171"
